Nombre Carpeta;Nombre Imagen;Ruta Imagen;Descripciones imagenes
juice_bottle/train/good;323.png;https://drive.google.com/uc?id=1tVQlEHhXU5P3rGugoawmBIigMSuiSZGl;"The image shows a clear glass bottle filled with a light yellow liquid, likely juice, as indicated by the label stating ""100% Juice."" The bottle has a simple, elegant design and a cylindrical neck. There are two labels on the front: one displaying an orange fruit with a leaf, and the other marking it as ""100% Juice."" The labels are square and rectangular with rounded corners, featuring a soft yellow background. The bottle is securely closed with a clear glass top. The liquid inside reaches up to the neck of the bottle. There are no visible imperfections on the bottle or labels."
juice_bottle/train/good;322.png;https://drive.google.com/uc?id=1Xs_mBTgb1MLPE8G5NZfJ4sQuA5zoTe9R;"The image shows a small, clear glass bottle filled with a pale, creamy liquid. The bottle has a narrow neck and a slightly wider body. It features a yellow label with a graphic of a banana bunch at the top. Below the image of the bananas, there is another yellow label reading ""100% Juice"" in black text. The bottle and the labels appear to be evenly applied and aligned. There is no visible cap on the bottle. The background is black, providing contrast to the bottle's light contents and labels. There are no noticeable imperfections or damages on the visible part of the bottle."
juice_bottle/train/good;321.png;https://drive.google.com/uc?id=1J3fiviFAb0w8mB9PFTLGt3HGk7KXDeSu;"The image shows a glass bottle containing a yellow liquid, likely juice. The bottle is clear and has a smooth surface with a cylindrical neck. The label features an illustration of an orange with a leaf, placed in the center. Below, there is another label stating ""100% Juice."" The liquid appears homogenous and fills the bottle up to just below the neck. The glass has several reflections indicating a smooth and clean finish. There are no visible impurities or defects on the bottle or the labels. The labels are well-aligned and adhere smoothly to the bottle’s surface."
juice_bottle/train/good;320.png;https://drive.google.com/uc?id=1Wz0HPyqWjl_6ICxtiTFtiM8Ut6P7Jbb4;"The image shows a small glass bottle filled with a creamy, pale-yellow liquid. The bottle has a screw-top neck with no visible lid. A square label with an illustration of bananas is affixed to the front above a rectangular label that reads ""100% Juice."" The contents appear to be smooth with no visible sediment or separation. There are no noticeable scratches, chips, or deformations on the glass bottle, and the labels are well-aligned and intact without any peeling or misalignment. The background is black, highlighting the bottle's contents and details."
juice_bottle/train/good;319.png;https://drive.google.com/uc?id=1SN8m7yTQ1uCTJnUNn4I2Vvr3B4a8ZmS_;"The image shows a glass bottle filled with dark reddish-brown liquid, labeled as ""100% Juice."" The label features two cherries, suggesting a cherry flavor. The bottle is clear and appears to be made of glass. The liquid level is below the neck of the bottle. The label is slightly wrinkled and the colors are vibrant. No visible anomalies such as cracks or scratches are present on the bottle itself. The background is black, which contrasts with the bottle and its contents."
juice_bottle/train/good;317.png;https://drive.google.com/uc?id=1ufY3zPf3tK8lfbie6XzvBqXWtqDC_v2_;"The image shows a clear glass bottle with a light-colored liquid inside. The bottle has a cylindrical neck and is topped with a threaded rim. There is a label on the front of the bottle, featuring an illustration of a bunch of bananas and the text ""100% Juice"" below it. The labels are a yellow hue with rounded edges. The bottle's glass surface appears to be smooth and shiny, and the liquid inside is opaque with a slightly creamy texture. There are a few small air bubbles visible in the liquid near the neck of the bottle. The background is dark, highlighting the bottle's transparency and the label's color."
juice_bottle/train/good;318.png;https://drive.google.com/uc?id=129iQ49WXYSRO47NnOgpkX2csFquX3jfN;"The image depicts a clear bottle filled with a creamy yellow liquid. The bottle has a small neck with a cap and is adorned with two labels. The top label features an illustration of bananas on a yellow gradient background, indicating the flavor of the juice. The bottom label reads ""100% Juice"" in a stylized font, also on a yellow background. The liquid level is near the neck of the bottle, and there are no visible impurities or irregularities with the bottle or its contents."
juice_bottle/train/good;316.png;https://drive.google.com/uc?id=1oO7YUDafMcnYz0ZyfY8cFlZ7jCjzi1Lq;"The image features a transparent glass bottle filled with light-colored liquid, resembling banana juice. The bottle has a narrow neck with a screw top. Toward the middle, there is a yellow label featuring an illustration of bananas, and below it, another label states ""100% Juice."" The liquid inside the bottle appears slightly thick and consistent in texture. There are no visible anomalies such as cracks or scratches on the bottle surface. The background is dark, providing contrast to the bottle and its contents."
juice_bottle/train/good;315.png;https://drive.google.com/uc?id=1Qp8b26ggv69RrYyhMr9JA-6OUC3lrpW3;"The image shows a small glass bottle filled with a light yellow liquid, labeled as ""100% Juice."" The bottle is capped with a clear top and features two rectangular labels: one with an illustration of a fruit with a leaf, likely representing the juice's flavor, and another below it simply stating ""100% Juice."" The liquid level is slightly below the neck of the bottle. The glass appears clear without visible scratches or marks, and the labels are neatly applied without peeling. The lighting creates a reflection on the bottle surface, but doesn’t obscure visibility."
juice_bottle/train/good;314.png;https://drive.google.com/uc?id=1p0TlNyPWle7VSWkcs26gRARBtf-vOXlc;"This image shows a small glass bottle filled with a reddish liquid. The liquid level is near the top, with a small gap of air visible. The bottle has a square label featuring a cherry graphic near the center. Below it, another label reads ""100% Juice"" in bold text. The glass and labels appear intact and properly aligned. The liquid inside shows no visible impurities. The background is a solid dark color, possibly black. There are no visible scratches or other anomalies on the bottle."
juice_bottle/train/good;313.png;https://drive.google.com/uc?id=1xIJisyPkM2fy9yC7zxhzxqsUwwKCSShF;"The image depicts a small glass bottle filled with a light creamy liquid, labeled as ""100% Juice."" The label features a yellow background with an image of bananas and the text ""100% Juice"" at the bottom. The bottle cap is transparent and appears to fit snugly. The label is slightly tilted, and there are noticeable air bubbles in the liquid at the neck of the bottle. There is no visible dirt, scratches, or damage to the bottle itself. The liquid appears consistent in color with no clear separation or impurities visible."
juice_bottle/train/good;312.png;https://drive.google.com/uc?id=1dAsGi3pukkYuRmPm1vvh6313VmoUUR-a;"The image shows a small, clear glass bottle filled with a creamy, off-white liquid. The bottle has a narrow neck and appears to be sealed. It has two labels; one on the front featuring an illustration of a bunch of bananas, suggesting the flavor of the juice. Below it, another label reads ""100% Juice."" The liquid inside has an even consistency, and there are no visible impurities or irregularities in the contents. The glass surface appears smooth and without any noticeable scratches or marks. There are no visible anomalies on the bottle or the labels."
juice_bottle/train/good;311.png;https://drive.google.com/uc?id=1oEq8uziI0SSCQiDFx93luCsfGvzysgsY;"The image shows a small, rectangular glass bottle filled with a reddish-brown liquid, topped with a clear glass cap. The bottle has a yellow label with two cherries depicted in the center and another label at the bottom indicating ""100% Juice."" The liquid level is slightly below the neck of the bottle. The bottle and labels appear intact without visible damage, scratches, or deformations. The background is plain black, emphasizing the bottle's details."
juice_bottle/train/good;308.png;https://drive.google.com/uc?id=13NX1z5pL_nAG-VGtFCrDKiD2rXPD8QlW;"The image shows a glass bottle filled with a light yellow liquid. The bottle is sealed, with a transparent cap, and it has two labels on the front. The upper label displays an illustration of a fruit, possibly an orange, with a green leaf. The lower label reads ""100% Juice"" in a black font on a light-colored background. The bottle is positioned against a dark background, and the liquid level inside the bottle is consistent and appears to be approximately one inch below the neck. The glass is clear, and there are no visible cracks or scratches on the surface. There is a shadow on the right side of the bottle."
juice_bottle/train/good;309.png;https://drive.google.com/uc?id=1X-_0MqMxAdwcU-Ip1Bm-gFkWJAITMjgb;"The image shows a clear glass bottle containing a reddish-brown liquid. The bottle features a label with a graphic of two cherries situated on the front. Below this label, there's another label that reads ""100% Juice"". The bottle has a standard, cylindrical neck with threading for a cap, although the cap is not visible. The surface of the glass appears smooth and intact, with no visible cracks or defects. The liquid level in the bottle is slightly below the neck. The image background is black, providing contrast against the bottle."
juice_bottle/train/good;307.png;https://drive.google.com/uc?id=1W8hiqd8FVy_OAzdWjeodXor5oRnBZgoQ;"The image shows a glass bottle filled with a brown liquid, labeled as ""100% Juice."" The bottle is clear and has a label featuring a simple illustration of two cherries. The bottle appears to be sealed, and the liquid is filled to just below the neck, with small bubbles visible at the top. There are no visible scratches or deformities on the bottle, and the labels are neatly applied. The background is black, which provides contrast to the bottle."
juice_bottle/train/good;306.png;https://drive.google.com/uc?id=1bLDO4BXl312MDPUoQ9t6YOE03eMoxCZt;"The image shows a clear glass bottle filled with a creamy, light yellow liquid. The bottle has an angular design with a narrow neck and extends into the wider body. The cap is not visible, but the neck appears sealed. There are two labels on the bottle. The top label features an image of three bananas on an orange background. The lower label reads ""100% Juice"" in black text on a yellow background. The surface of the bottle appears clean, with a smooth finish, and the liquid inside is homogenous without visible sediment or separation. The overall appearance is neat, with no visible defects or irregularities on the bottle or labels."
juice_bottle/train/good;305.png;https://drive.google.com/uc?id=1ENM090oTEZfz_9OHPXEDwgtjAzoUFIK0;"The image shows a clear glass bottle filled with light yellow liquid, assumed to be juice. The bottle has a straight neck with threading at the top for a cap. A label on the front of the bottle features a graphic of an orange with a green leaf and another label at the bottom reads ""100% Juice."" The bottle appears clean and smooth without visible scratches, cracks, or deformations. The labels are well-aligned and intact, and the liquid inside is consistent in color, with no visible particulates or stratification. The lighting creates a reflection on the surface of the bottle but does not obscure the contents or labels."
juice_bottle/train/good;303.png;https://drive.google.com/uc?id=1qMMygKKG6CcAR531fbiHrZ5iZkf_Jv00;"The image features a clear glass bottle filled with a dark red liquid, resembling juice. The bottle has a narrow neck with visible threading for a cap. The front label is rectangular with rounded corners, showcasing an illustration of two cherries on a yellow background. Below this, there is another label stating ""100% Juice"" in black text on a similarly colored yellow background. Both labels appear slightly tilted. The liquid level is consistent just below the neck. The bottle's surface is smooth and transparent, with no visible defects or irregularities in the glass or the liquid. The background is solid black, highlighting the bottle."
juice_bottle/train/good;304.png;https://drive.google.com/uc?id=1pVljAXuKVOylhBQ4uPUTRZSfYFcN16o1;"This image shows a clear glass bottle filled with a reddish-brown liquid, likely representing juice, as indicated by the label. The label on the bottle's front features an illustration of cherries and the text ""100% Juice."" The bottle's cap is not visible, suggesting it was removed for the photo. The glass is transparent and the liquid is filled close to the top. The bottle appears clean with no visible scratches or deformations. The label is neatly applied, with clear and legible printing. The background is a solid black, providing contrast to highlight the bottle's details."
juice_bottle/train/good;302.png;https://drive.google.com/uc?id=1zAi3HwJ7uKEJxbjWB0glMHRwt2KIGK80;"The image shows a clear glass bottle containing a reddish liquid. The bottle has a label depicting two cherries on an orange-yellow background and another label at the bottom stating ""100% Juice."" The liquid level reaches just beneath the neck of the bottle, and there appears to be a small amount of froth or bubbles at the top. The bottle is set against a dark background, and the glass appears to be clean and free of any visible defects such as scratches or cracks. The labels are neatly applied, and there are no visible signs of peeling or misalignment."
juice_bottle/train/good;301.png;https://drive.google.com/uc?id=1HsGPWPOc77y1DqHBq3BxI7dcf_qD79vi;"The image depicts a clear glass bottle filled with a reddish-brown liquid, likely juice, based on the label. There is a label on the front with an image of cherries and the text ""100% Juice"" below it. The bottle is upright and appears to have no visible cracks or deformations. The label is affixed properly, without any peeling or misalignment. There are small bubbles visible at the top of the liquid, indicating some level of carbonation or agitation. The background is solid black, providing contrast to the bottle."
juice_bottle/train/good;300.png;https://drive.google.com/uc?id=1dbUhlO7rcI5qWKFvoiWEoc2iKTdl7a1v;"The image shows a small glass bottle filled with yellow liquid, possibly juice. The bottle has a narrow neck with clear glass and features two labels. The upper label displays an image of an orange with a green leaf, set against a yellow background with a subtle gradient. The lower label reads ""100% Juice"" in a bold font. The glass has a few minor reflections and light refractions, typical for a curved surface, but shows no visible cracks or significant scratches. The liquid inside appears uniformly colored with a light yellow hue. The cap is not visible in the image, which ends just above the bottle's neck."
juice_bottle/train/good;297.png;https://drive.google.com/uc?id=11lZrwSIC6k_L38qLVaja9Kow0GKD1XKi;"The image shows a small glass bottle filled with a light yellow liquid, likely juice. The bottle is clear and has a narrow neck, which is empty above the liquid level. The bottle features two labels: one near the top with an illustration of a round fruit, possibly an orange, with a green leaf, and another label near the bottom reading ""100% Juice."" The labels are neatly applied and centered. The bottle is photographed against a plain dark background, and there are no visible cracks, scratches, or other defects on the bottle or labels. The liquid appears smooth and consistent in color."
juice_bottle/train/good;298.png;https://drive.google.com/uc?id=1fXsILTIeq8fz5b3CkQz2cdgHq4BruZ4V;"The image shows a clear glass bottle filled with a light-colored liquid. A label on the front displays an illustration of bananas, indicating the flavor of the juice inside. Below the banana illustration, another label reads ""100% Juice."" The bottle is properly filled, and the liquid appears uniform in color. The glass surface is smooth and reflective, with no visible cracks or scratches. The labels appear securely attached and are aligned correctly. The background is completely black, emphasizing the bottle."
juice_bottle/train/good;295.png;https://drive.google.com/uc?id=1KQfftc0CLoa-OxKFcUybAPc3e12h5OwC;"The image shows a clear glass bottle filled with a yellow liquid, presumably juice. The bottle features a screw-on cap and has two labels. The top label displays an illustration of an orange fruit with a green leaf on a yellow background. The bottom label reads ""100% Juice."" The glass appears clean and well-formed with a slightly reflective surface. The labels are aligned correctly and without visible damage. The proportions and clarity of the text and graphics on the labels are clear and consistent."
juice_bottle/train/good;296.png;https://drive.google.com/uc?id=1lLN28sh86sQaQSOcY_P1BRXlNAsKYg0o;"The image shows a small glass bottle filled with a reddish-brown liquid. The bottle has a square-shaped label depicting two cherries on a yellow background. Below the cherry image, there is another label that reads ""100% Juice."" The bottle cap is clear and sealed. The surface of the glass is smooth with no visible scratches or marks. The labels are well-aligned and adhere properly to the bottle. The lighting reflects gently off the glass, highlighting its transparency and clarity. There's a small black speck on the lower right side of the bottle near the bottom edge."
juice_bottle/train/good;294.png;https://drive.google.com/uc?id=1V193fomrYHq7gbKsxP0ZRA4MBtHxPHF0;"The image shows a small, clear glass bottle filled with a creamy, light-colored liquid. The bottle is sealed with a screw-top cap. On the front of the bottle, there are two labels: the upper label features an illustration of a bunch of bananas on a yellow background, while the lower label reads ""100% Juice"" in bold, black text on a similar yellow background. The liquid's opacity suggests a thick consistency, and the bottle appears to be filled slightly below the neck. The glass surface shows reflections and is otherwise clean with no visible damage. The labels are evenly applied with no noticeable misalignment."
juice_bottle/train/good;292.png;https://drive.google.com/uc?id=17CO6PamicNRKPen73-JVZPb4afQwqD0R;"The image features a square, clear glass bottle filled with a light beige liquid, presumably banana juice, based on the label. The bottle has a narrow neck with threaded ridges, suitable for a screw cap. There is a label on the front displaying three bananas within a yellow square with rounded corners. Below this, another label reads ""100% Juice"" in black text on a yellow background. The liquid appears to have a consistent, smooth texture without visible impurities. The bottle and labels appear to be in good condition, with no noticeable damage or discoloration."
juice_bottle/train/good;293.png;https://drive.google.com/uc?id=1Swas9WxGI5i6bzmXM2mrxitDx2OQD37C;"The image shows a glass bottle filled with a yellow liquid. The bottle has a narrow neck and wide body. There are two labels on the front: one near the center and another near the bottom. The top label features an illustration of a fruit, possibly an orange with a green leaf, while the bottom label displays the text ""100% Juice."" The labels are well-aligned and adhere to the bottle's surface. The glass appears clear and free of visible scratches or imperfections. The liquid inside is opaque and consistent in color, with no visible particles or separation. The cap area is empty, suggesting that the bottle might be uncapped or has a transparent cap. The overall presentation is clean and neatly labeled."
juice_bottle/train/good;290.png;https://drive.google.com/uc?id=1J4ghtY4vSvuc1IuKg-Z1m7_AnwtdYNLa;"This is an image of a clear glass bottle containing a light yellow liquid. The bottle has a narrow neck and screw threads for a cap, which is not visible. There are two labels on the bottle; the top label features an orange-colored fruit with a green leaf, possibly indicating the flavor of the juice. The bottom label reads ""100% Juice."" The labels are neatly applied and positioned centrally on the front of the bottle. The liquid level is approximately at the base of the neck of the bottle. The bottle appears clean without any visible cracks or discoloration."
juice_bottle/train/good;291.png;https://drive.google.com/uc?id=1fLPTIHIfCnOMDotaM-N2ef22hhuA3JWm;"The image shows a small, transparent glass bottle filled with a reddish-brown liquid. The bottle features a label with an image of two cherries and the words ""100% Juice"" below it. The bottle cap appears to be off or is absent, as the top of the bottle is open. The liquid level is near the neck of the bottle, and the label is cleanly applied without visible wrinkles or tears. There are no visible anomalies on the bottle’s surface, such as scratches or cracks, and the labels are intact and legible. The background is black, highlighting the bottle and its contents."
juice_bottle/train/good;288.png;https://drive.google.com/uc?id=1YNkFinEiDTvD2b-T66LjHz5uaSPjBqJg;"The image shows a small clear glass bottle containing a reddish-brown liquid, with two labels on its front. The upper label features an illustration of two cherries on a yellow background. The lower label reads ""100% Juice."" There are visible reflections and light glare on the bottle's surface, especially near the neck and shoulder area. The bottle cap is missing, and the liquid is filled close to the top rim, with some visible air bubbles just beneath the liquid's surface. There appear to be no significant scratches, cracks, or other visible imperfections on the glass or the labels."
juice_bottle/train/good;289.png;https://drive.google.com/uc?id=1zvdJr0XeVanKbG_S05ltEt7K2ficzv73;"The image shows a clear glass bottle filled with a light, creamy liquid. The bottle has a simple cylindrical neck and a wider body. On the front of the bottle, there are two yellow labels. The top label features a small graphic of a banana, while the bottom label reads ""100% Juice"" in bold text. The liquid inside appears uniform in color and consistency. The glass is clear with no visible imperfections such as chips, scratches, or cracks. The labels are neatly applied with no apparent wrinkles or misalignment. The background is solid black, providing a stark contrast to the bottle."
juice_bottle/train/good;287.png;https://drive.google.com/uc?id=1zN_5c48c1F44l7QfnafkBnpOYu-_63mB;"The image shows a small, clear glass bottle filled with an off-white liquid. It has a narrow neck with visible threading near the top. The bottle is labeled with two stickers: one near the top featuring an illustration of a banana, and another near the bottom stating ""100% Juice"" in black font. The bottle's surface appears smooth and reflective, with no visible cracks or deformations. The liquid inside is evenly distributed without any visible particulates or separation. The labels look neatly applied, although the edges on the lower label are slightly uneven. The background is solid black, enhancing the visibility of the bottle."
juice_bottle/train/good;286.png;https://drive.google.com/uc?id=1t1rc-UaEXEzt9bcKESiTaQZyJ2DDDSNX;"The image shows a small glass bottle filled with a creamy, banana-colored liquid. The bottle has a narrow neck and appears to be sealed though not capped. There are two labels on the front. The top label features an illustration of bananas on a yellow background, while the bottom label states ""100% Juice."" The liquid inside is slightly uneven at the top, indicating it is not completely filled. The label edges appear slightly uneven and wrinkled, possibly from being hand-applied. The glass has a clear finish, and the bottle is positioned against a black background. No other visible anomalies are present."
juice_bottle/train/good;285.png;https://drive.google.com/uc?id=18CyRRH-7J0B17X7Bs5_aXtOtY4FzQ33t;"The image depicts a small glass bottle filled with a dark red liquid. The liquid level is consistent, slightly below the neck of the bottle. The bottle has a narrow neck and a flat, wide body. Two labels are visible on the front: the upper label displays an illustration of two cherries on a yellow background, and the lower label reads ""100% Juice"" in black text on a yellow background. The surface of the glass appears clean and without scratches, and the labels are applied evenly without any noticeable wrinkles or tears. The overall appearance of the bottle suggests it is in good condition."
juice_bottle/train/good;284.png;https://drive.google.com/uc?id=1Uy7BfNadGy-0OcODpgjZJwkiRipKJnRT;"The image shows a small, transparent glass bottle filled with a pale, creamy liquid. The bottle has a wide neck and a screw cap top, currently without a cap. There is a label on the front of the bottle featuring a picture of bananas and another label at the bottom that reads ""100% Juice."" The liquid inside appears smooth and consistent in color. The background is solid black, enhancing the visibility of the bottle. The glass surface is clear and glossy, with no visible scratches or imperfections."
juice_bottle/train/good;283.png;https://drive.google.com/uc?id=1dcW-SRg_W1p_6yF1Ol5hrqQ7R1gnHIAP;"This is an image of a glass bottle containing a reddish-brown liquid. The bottle features a label with a simple illustration of two cherries on a yellow background, and the text ""100% Juice"" printed below in black. The liquid inside the bottle does not reach the top, leaving some air space. The bottle is transparent and appears to be clean and free of any visible damage or residue. The background is dark, emphasizing the bottle and its contents. The label is neatly centered, and the overall presentation is clear and straightforward."
juice_bottle/train/good;282.png;https://drive.google.com/uc?id=1pJ-ia-w_HYfI2AYvHBfOqqaWWWfVrV9h;"The image shows a small rectangular glass bottle filled with a brownish liquid, possibly juice. There are two labels on the front. The upper label features an illustration of two cherries against a yellow background. The lower label states ""100% Juice"" on a similarly colored background. The bottle's cap area and neck are clear and show no signs of leakage or damage. The liquid is filled up to just below the neck. There are no visible scratches, dents, or any form of damage on the bottle's surface. The labels appear to be properly aligned and adhered to the glass."
juice_bottle/train/good;281.png;https://drive.google.com/uc?id=1r80yL9ka_5NFiU9unlJC8xO4U1aU1XcJ;"The image depicts a small bottle filled with a thick, light beige liquid, likely representing banana juice given the label illustration. The bottle has a narrow neck with visible threading, indicating it may accommodate a cap. The label features an image of bananas above the text ""100% Juice."" The labels are slightly unevenly attached, especially noticeable at the bottom, where there is a slight tilt. The liquid appears consistent in color and texture without visible particulates. There are no cracks or significant marks on the glass surface of the bottle."
juice_bottle/train/good;279.png;https://drive.google.com/uc?id=1AtYCnt_aXR77AKCpovwtWsqryv4LGaA_;"The image shows a clear glass bottle filled with a creamy, light yellow liquid, resembling juice. The bottle has a narrow neck with a screw cap finish. On the front, a label displays an illustration of bananas, and below it, another label reads ""100% Juice"" in a decorative font. The liquid inside is consistent in color, without visible separations or particles. The bottle itself is clean and free of any visible scratches, cracks, or deformations. The labels are neatly adhered and aligned, without peeling or misalignment."
juice_bottle/train/good;280.png;https://drive.google.com/uc?id=1ggAWjydVY7yMQBRSHpYyMspFytbVqVBn;"The image depicts a clear glass bottle filled with light yellow liquid, likely juice. The bottle has a rectangular shape with rounded corners and features two labels on the front. The top label displays an orange fruit with a green leaf, while the bottom label has the text ""100% Juice."" The liquid inside appears smooth and consistent, with no visible separation or sediment. The glass is clean and clear, with no noticeable defects such as cracks or scratches. The labels are applied neatly and are centered, with no peeling or tearing. The background is solid black, which contrasts with the bottle, making it stand out."
juice_bottle/train/good;278.png;https://drive.google.com/uc?id=1oM2RZ4MDPF_8r99muwAxYNaZJGxljbpU;"The image shows a clear glass bottle filled with a yellow liquid. The bottle has a broad base and tapers slightly towards the neck, which has threading for a cap. The label on the bottle features an orange with a green leaf on a yellow background, positioned near the top center. Below, another label reads ""100% Juice"" with a similar design. The bottle's surface appears smooth, with no visible cracks or scratches. The liquid fills the bottle to just below the neck, and there are no visible bubbles or discolorations. The background is solid black, emphasizing the bottle's shape and the labels."
juice_bottle/train/good;277.png;https://drive.google.com/uc?id=1pygnjXc-j0k2bDK8PhmFoSv9MO7QDkDo;"The image shows a small glass bottle filled with a reddish-brown liquid, likely juice, as indicated by the labels on the front. The bottle has a distinctive shape with a narrow neck and a wider body. There are two labels on the front. The top label features an illustration of two cherries on a yellow background, and the bottom label reads ""100% Juice,"" also on a yellow background. The contents of the bottle appear stable with no visible impurities or particles in the liquid. The bottle itself seems clear and clean, with no visible cracks or scratches. The background is black, creating a contrast that highlights the bottle."
juice_bottle/train/good;276.png;https://drive.google.com/uc?id=1zYZl3A6q4JucpmjVzKvToonfzV1FcQD_;"The image shows a small, transparent glass bottle filled with a creamy, light beige liquid resembling banana juice. The bottle has a simple cylindrical shape with a short neck and no visible cap in this view. Two labels are affixed to the bottle. The top label features an illustration of a bunch of bananas on a yellow background. The lower label reads ""100% Juice"" in bold black text against an orange-yellow gradient background. The glass of the bottle appears to be clear and smooth, without any visible scratches or cracks. The liquid inside seems to be consistent in color and texture, with no visible sediment or separation. Overall, the bottle and its contents appear clean and well-presented."
juice_bottle/train/good;275.png;https://drive.google.com/uc?id=1ot5uBMW9bEpjBJqaQA_KWvDMcv1ZZKhI;"The image shows a small, clear glass bottle filled with a yellow liquid, likely juice. The bottle has a metal screw cap. On the front, there is a label with a cartoon image of an orange with a green leaf, set against a yellow background. Below the orange illustration, another label reads ""100% Juice."" The liquid inside seems to be at an appropriate level, with no signs of leakage or residue on the outside of the bottle. The labels are neatly applied with no noticeable misalignment or bubbling. The glass appears clean and free from scratches, cracks, or deformities. The image background is black, providing strong contrast to the bottle's design."
